wkt_wgs84,x_wgs84,y_wgs84,country,province,district,municipality,postcode,object_type,object_type_name,veracity_score,accessibility,state,otar_id,name,description,wikidata,wikidata_url,wikipedia,wikipedia_url,published
POINT (17.870010324 50.577528324),17.870010324,50.577528324,Polska,opolskie,opolski,Prószków,46-060,K01.30.10,Zamki,good,partial,excellent,K01.30.10.FAQVXC,Zamek w Prószkowie,"Zamek w Prószkowie wzniesiono w 1563 r. jako renesansowe założenie typu palazzo in fortezza. Murowany z cegły, trzykondygnacyjny i podpiwniczony, powstał na planie czworoboku z wewnętrznym dziedzińcem. Posiada dwie wieże frontowe i tylne pawilony o cechach bastionowych. Zachowały się renesansowe portale, fragmenty sgraffitów oraz barokowe dekoracje wnętrz. Po zniszczeniu w 1644 r. został odbudowany w stylu barokowym.",Q9386715,https://www.wikidata.org/wiki/Q9386715,pl:Zamek w Prószkowie,https://pl.wikipedia.org/wiki/Zamek_w_Pr%C3%B3szkowie,2026-08-14
POINT (20.644860096 49.796404693),20.644860096,49.796404693,Polska,małopolskie,brzeski,Czchów,32-860,K01.30.10,Zamki,good,full,good,K01.30.10.FD6ZEQ,Zamek w Tropsztynie,"Zamek Tropsztyn powstał prawdopodobnie w XIII w., a pierwsze murowane zabudowania wzniesiono w XIV w. Założenie obejmowało kamienny mur obwodowy, gotycki budynek mieszkalny, pięciokondygnacyjną wieżę obronną oraz późniejszy reprezentacyjny dom z XVI w. Zamek popadł w ruinę już pod koniec XVI w. Po 1993 r. został w znacznej części odbudowany i obecnie jest udostępniany zwiedzającym.",Q9386562,https://www.wikidata.org/wiki/Q9386562,pl:Zamek Tropsztyn,https://pl.wikipedia.org/wiki/Zamek_Tropsztyn,2026-08-14
POINT (21.283128721 54.1325172),21.283128721,54.1325172,Polska,warmińsko-mazurskie,kętrzyński,Korsze,11-430,K01.30.10,Zamki,good,full,poor,K01.30.10.FHLXHB,Zamek w Garbnie,"Murowany zamek wzniesiono pod koniec XIV lub na początku XV w. przez zakon krzyżacki, w miejscu wcześniejszej strażnicy z 1328 r. Założenie miało plan czworoboku z budynkiem mieszkalnym od północy, czterema narożnymi basztami, wieżą bramną od zachodu i murem otaczającym dziedziniec. Zamek zniszczono podczas wojny trzynastoletniej i nie odbudowano. Obecnie zachowały się jedynie relikty fundamentów dawnej warowni.",n/a,n/a,n/a,n/a,2026-08-14
POINT (17.716069276 50.873576109),17.716069276,50.873576109,Polska,opolskie,opolski,Popielów,46-037,K01.30.10,Zamki,fair,limited,excellent,K01.30.10.FHYCL6,Zamek w Karłowicach,"Zamek rycerski z połowy XIV wieku, otacza go częściowo zachowana fosa. Zamek przez lata przechodził z rąk do rąk co skutkuje zróżnicowaną architekturą, ale też sporymi zaniedbaniami ze strony późniejszych właścicieli, chociażby zachowało się bardzo nie wiele pamiątek z wnętrza zamku. Obecnie zamek nie jest dostępny dla zwiedzających",Q30228203,https://www.wikidata.org/wiki/Q30228203,pl:Zamek w Karłowicach,https://pl.wikipedia.org/wiki/Zamek_w_Kar%C5%82owicach,2026-08-14
POINT (16.870444509237206 51.146112877650616),16.870444509237206,51.146112877650616,Polska,dolnośląskie,Wrocław,Wrocław,54-076,K01.30.10,Zamki,good,full,excellent,K01.30.10.FJWTSZ,Zamek w Leśnicy,"Wielokrotnie niszczony i przebudowywany. Przebudowany na pałac, zwyczajowo nazywany zamkiem. Po pożarze w latach 50 przebudowany na potrzeby domu kultury. Obecnie siedziba Centrum Kultury „Zamek”.",Q16619009,https://www.wikidata.org/wiki/Q16619009,pl:Zamek w Leśnicy,https://pl.wikipedia.org/wiki/Zamek_w_Le%C5%9Bnicy,2026-08-14
POINT (15.490294548 51.780123413),15.490294548,51.780123413,Polska,lubuskie,nowosolski,Kożuchów,67-120,K01.30.10,Zamki,good,limited,good,K01.30.10.FMWE6K,Zamek w Broniszowie,"Zamek w Broniszowie wywodzi się ze średniowiecznej siedziby rycerskiej, a około 1600 r. został przekształcony w renesansową rezydencję na planie litery L. Trzykondygnacyjny budynek z cegły i kamienia zdobiły sgraffita, późnorenesansowy portal oraz dekorowane sklepienia i stropy. W XIX w. dodano elementy neogotyckie, w tym wieżę. Po 1945 r. obiekt podupadł; od 2010 r. jest stopniowo remontowany i udostępniany zwiedzającym.",Q4973941,https://www.wikidata.org/wiki/Q4973941,pl:Zamek w Broniszowie,https://pl.wikipedia.org/wiki/Zamek_w_Broniszowie,2026-08-14
POINT (21.994747558 51.335127678),21.994747558,51.335127678,Polska,lubelskie,puławski,Kazimierz Dolny,24-120,K01.30.10,Zamki,good,full,poor,K01.30.10.FMXQYZ,Zamek w Bochotnicy,Ruiny zamku w Bochotnicy z XIV wieku. Po zamku zachowały się jedynie pojedyncze mury.  Do zamku można trafić leśną ścieżką odchodzącą od ul. Podzamcze 32 oraz 40. Wejście na teren ruin jest darmowe.,Q18431646,https://www.wikidata.org/wiki/Q18431646,pl:Zamek w Bochotnicy,https://pl.wikipedia.org/wiki/Zamek_w_Bochotnicy,2026-08-14
POINT (20.085055943 49.877199285),20.085055943,49.877199285,Polska,małopolskie,myślenicki,Dobczyce,32-410,K01.30.10,Zamki,good,full,good,K01.30.10.FYE6BK,Zamek Królewski w Dobczycach,"Zamek w Dobczycach  Forteca Nadwiślańskiego Pogranicza Zamek w Dobczycach to gotycko-renesansowa warownia królewska, usytuowana na skalistym wzgórzu nad zakolem rzeki Raby (obecnie nad Jeziorem Dobczyckim). Obiekt powstał w XIII wieku, pierwotnie jako drewniana strażnica, którą z inicjatywy króla Kazimierza Wielkiego przekształcono w murowaną twierdzę zabezpieczającą południowe granice Korony Królestwa Polskiego oraz komorę celną na szlaku handlowym na Węgry.",Q9386623,https://www.wikidata.org/wiki/Q9386623,pl:Zamek w Dobczycach,https://pl.wikipedia.org/wiki/Zamek_w_Dobczycach,2026-08-14
POINT (22.571560527 51.250517422),22.571560527,51.250517422,Polska,lubelskie,Lublin,Lublin,20-117,K01.30.10,Zamki,good,full,excellent,K01.30.10.G3923D,Zamek w Lublinie,"Zamek w Lublinie z XII wieku, wielokrotnie był przebudowywany w XVI w. był rezydencją królewską, w XVII w. został zniszczony. W  1831 r. odbudowano go jako więzienie którego funkcję pełnił do 1954 r. Od 1957 r. do dzisiaj pełni funkcję Muzeum Narodowego w Lublinie",Q2604117,https://www.wikidata.org/wiki/Q2604117,pl:Zamek w Lublinie,https://pl.wikipedia.org/wiki/Zamek_w_Lublinie,2026-08-14
POINT (16.674062022506565 51.90195070069759),16.674062022506565,51.90195070069759,Polska,wielkopolskie,leszczyński,Osieczna,64-113,K01.30.10,Zamki,good,partial,excellent,K01.30.10.GCCWX7,Zamek w Osiecznej,"Zamek w Osiecznej powstał w średniowieczu jako siedziba rycerska, a w kolejnych stuleciach był wielokrotnie przebudowywany. W XVI–XVII w. uzyskał formy renesansowe i barokowe, stopniowo tracąc pierwotny charakter obronny na rzecz funkcji rezydencjonalnych. Obiekt otacza założenie parkowe. Obecnie zamek jest zachowany i użytkowany jako część zespołu rezydencjonalnego.",Q9386699,https://www.wikidata.org/wiki/Q9386699,pl:Zamek w Osiecznej,https://pl.wikipedia.org/wiki/Zamek_w_Osiecznej,2026-08-30
POINT (18.827592513 53.834532551),18.827592513,53.834532551,Polska,pomorskie,tczewski,Gniew,83-140,K01.30.10,Zamki,good,full,excellent,K01.30.10.GCHT1N,Zamek w Gniewie,"Zamek w Gniewie wzniesiono pod koniec XIII i na początku XIV w. jako gotycką warownię krzyżacką i siedzibę komtura. Ma regularny, czworoboczny układ z wewnętrznym dziedzińcem, czterema skrzydłami, narożnymi wieżami oraz rozbudowanym systemem obronnym. W kolejnych stuleciach był przebudowywany i adaptowany do nowych funkcji. Obecnie jest dobrze zachowany, odrestaurowany i pełni funkcje muzealne, hotelowe oraz turystyczne.",Q5574254,https://www.wikidata.org/wiki/Q5574254,pl:Zamek w Gniewie,https://pl.wikipedia.org/wiki/Zamek_w_Gniewie,2026-08-14
POINT (15.643176422 51.23185094),15.643176422,51.23185094,Polska,dolnośląskie,bolesławiecki,Warta Bolesławiecka,59-720,K01.30.10,Zamki,good,full,poor,K01.30.10.GCNB49,Zamek w Warcie Bolesławieckiej,"Zamek w Warcie Bolesławieckiej wzniesiono w XVI w. jako renesansową rezydencję o cechach obronnych. Założenie obejmowało wieloskrzydłową zabudowę skupioną wokół dziedzińca, wieżę oraz elementy systemu obronnego. W kolejnych stuleciach obiekt był przebudowywany i stopniowo tracił pierwotny charakter. Obecnie zachowały się fragmenty dawnej zabudowy zamkowej, częściowo przekształcone i użytkowane.",Q9386757,https://www.wikidata.org/wiki/Q9386757,pl:Zamek w Warcie Bolesławieckiej,https://pl.wikipedia.org/wiki/Zamek_w_Warcie_Boles%C5%82awieckiej,2026-08-14
POINT (15.945881286 51.390458306),15.945881286,51.390458306,Polska,dolnośląskie,polkowicki,Chocianów,59-145,K01.30.10,Zamki,fair,limited,bad,K01.30.10.GEFQ9Y,Zamek w Chocianowcu,"Zamek myśliwski z XIII w. (pierwsza wzmianka z 1286 r.), położony w Chocianowcu, pierwotnie murowana budowla na planie prostokąta, otoczona fosą i wałem, pełniąca funkcje administracyjne wobec głównego zamku w Chocianowie. W XIV w. powstał murowany zamek, w XVI w. przebudowany w stylu renesansowym (zachowane profilowane kamienne obramienia okien na parterze), kolejne przebudowy w XVIIXIX w. przekształciły go w trójkondygnacyjny, podpiwniczony pałac pozbawiony cech obronnych, wsparty przyporami.",Q9386615,https://www.wikidata.org/wiki/Q9386615,pl:Zamek w Chocianowcu,https://pl.wikipedia.org/wiki/Zamek_w_Chocianowcu,2026-08-14
POINT (15.266070294 53.800721118),15.266070294,53.800721118,Polska,zachodniopomorskie,gryficki,Płoty,72-310,K01.30.10,Zamki,good,partial,good,K01.30.10.GEVYN7,Zamek w Płotach,"Zamek średniowieczny kilkukrotnie niszczony i przebudowywany, spalony w 1860. Pozostawał w ruinie aż do odbudowy w latach 1959-1967, obecnie biblioteka.",Q86668541,https://www.wikidata.org/wiki/Q86668541,pl:Zamek w Płotach,https://pl.wikipedia.org/wiki/Zamek_w_P%C5%82otach,2026-08-14
POINT (17.502809423 51.973597892),17.502809423,51.973597892,Polska,wielkopolskie,jarociński,Jarocin,63-200,K01.30.10,Zamki,fair,partial,excellent,K01.30.10.GJJUX1,Zamek Skarbczyk w Jarocinie,"Zamek w Jarocinie rozwinął się z XIII-wiecznej drewnianej wieży obronnej Zarembów. Na początku XV w. wzniesiono murowane fortalitium otoczone fosą, z dostępem przez most zwodzony. Później zamek wielokrotnie przebudowywano, wzmacniając mury przyporami i zmieniając wnętrza. Obecnie zachował się głównie tzw. Skarbczyk – dwukondygnacyjny budynek z przyporami, wieżyczką i sklepionymi wnętrzami, użytkowany przez Muzeum Regionalne.",n/a,n/a,n/a,n/a,2026-08-14
POINT (16.884285782 51.075612834),16.884285782,51.075612834,Polska,dolnośląskie,wrocławski,Kąty Wrocławskie,55-080,K01.30.10,Zamki,good,partial,fair,K01.30.10.GMWHLZ,Zamek w Smolcu,"Dwór obronny w Smolcu istniał już w XIVXV wieku, początkowo zapewne jako wieża mieszkalna z towarzyszącą zabudową i umocnieniami. W 1523 roku został przebudowany na zamek dla rodziny Saurma-Ultschmanów, a w XVIII wieku rozbudowany o kolejne skrzydła i ścianę parawanową. W latach 1850-1855 założenie zmodernizowano w stylu neogotyckim dla rodziny von Wallenberg-Pachaly. Zamek został zniszczony w 1945 roku i nie został odbudowany.",Q30083776,https://www.wikidata.org/wiki/Q30083776,pl:Zamek w Smolcu,https://pl.wikipedia.org/wiki/Zamek_w_Smolcu,2026-08-14
POINT (19.592676521 50.299805827),19.592676521,50.299805827,Polska,małopolskie,olkuski,Olkusz,32-300,K01.30.10,Zamki,good,full,fair,K01.30.10.GMZQH8,Zamek w Rabsztynie,"Zamek w Rabsztynie ukształtował się w XIV–XV w. jako gotycka warownia ze skalnym zamkiem górnym, wieżą, zabudową mieszkalną i dziedzińcem. Później rozbudowano go o zamek średni i dolny, bramę, fosę oraz późnorenesansowy pałac. Po spaleniu przez Szwedów w 1657 r. stopniowo popadał w ruinę. Obecnie jest częściowo zrekonstruowany, zabezpieczony i udostępniony turystycznie.",Q9386720,https://www.wikidata.org/wiki/Q9386720,pl:Zamek w Rabsztynie,https://pl.wikipedia.org/wiki/Zamek_w_Rabsztynie,2026-08-14
POINT (20.951810505 50.9417971),20.951810505,50.9417971,Polska,świętokrzyskie,kielecki,Bodzentyn,26-010,K01.30.10,Zamki,good,full,fair,K01.30.10.GQBM4Z,Zamek w Bodzentynie,"Zamek w Bodzentynie to ruiny dawnej rezydencji biskupów krakowskich, których murowaną formę wzniesiono w II połowie XIV wieku z inicjatywy biskupa Floriana z Mokrska. Wcześniej w tym samym miejscu znajdował się drewniany dwór biskupa Bodzanty, jednak to nowa warownia stała się ważnym ośrodkiem, w którym 19 czerwca 1410 roku król Władysław Jagiełło przez dwa dni przyjmował posłów pomorskich.",Q4937040,https://www.wikidata.org/wiki/Q4937040,pl:Zamek w Bodzentynie,https://pl.wikipedia.org/wiki/Zamek_w_Bodzentynie,2026-08-14
POINT (16.360801044 51.274917038),16.360801044,51.274917038,Polska,dolnośląskie,legnicki,Prochowice,59-230,K01.30.10,Zamki,fair,partial,good,K01.30.10.GVGV3F,Zamek w Prochowicach,"Zamek w Prochowicach to średniowieczna rezydencja obronna wzniesiona na przełomie XIII i XIV wieku, później przebudowywana na renesansowy pałac i umacniana bastionami. W 1642 roku został zniszczony przez wojska szwedzkie, a po kolejnych zniszczeniach w 1945 roku pozostał ruiną. Obecnie obiekt jest własnością prywatną i jest remontowany.",Q9386709),https://www.wikidata.org/wiki/Q9386709),pl:Zamek w Prochowicach,https://pl.wikipedia.org/wiki/Zamek_w_Prochowicach,2026-08-14
POINT (18.257851314442064 52.29148234190212),18.257851314442064,52.29148234190212,Polska,wielkopolskie,Konin,Konin,62-510,K01.30.10,Zamki,good,full,excellent,K01.30.10.H4EK4W,Zamek w Gosławicach,"Zamek w Gosławicach wzniesiono w latach 1418–1426 z inicjatywy biskupa Andrzeja Łaskarza. Założenie tworzą dwa równoległe budynki mieszkalne otoczone murem z narożnymi wieżyczkami strzelniczymi i fosą. Zamek został zniszczony w XVII w., a później częściowo przekształcony gospodarczo. Po remoncie w latach 1978–1986 odzyskał funkcję użytkową. Obecnie mieści Muzeum Okręgowe w Koninie i jest udostępniony zwiedzającym.",Q9386636,https://www.wikidata.org/wiki/Q9386636,pl:Zamek w Gosławicach,https://pl.wikipedia.org/wiki/Zamek_w_Gos%C5%82awicach,2026-08-14
POINT (22.32531543081892 49.46939585419655),22.32531543081892,49.46939585419655,Polska,podkarpackie,leski,Lesko,38-600,K01.30.10,Zamki,good,limited,excellent,K01.30.10.H6DTBY,Zamek w Lesku,"Zamek w Lesku wzniesiono w XVI w. jako renesansową rezydencję rodu Kmitów o funkcjach mieszkalnych i obronnych. Budowla była wielokrotnie przebudowywana, m.in. w XVIII i XIX w., kiedy nadano jej bardziej reprezentacyjny charakter. Zachowała masywną bryłę, wieże i elementy dawnego założenia rezydencjonalnego. Obecnie zamek jest odrestaurowany i pełni funkcje hotelowe oraz turystyczne, obecnie nieczyny.",Q9386672,https://www.wikidata.org/wiki/Q9386672,pl:Zamek w Lesku,https://pl.wikipedia.org/wiki/Zamek_w_Lesku,2026-08-14
POINT (21.234334115 51.958361218),21.234334115,51.958361218,Polska,mazowieckie,piaseczyński,Góra Kalwaria,05-530,K01.30.10,Zamki,good,full,fair,K01.30.10.H6QHJV,Zamek książąt mazowieckich w Czersku,"Zamek książąt mazowieckich w Czersku wzniesiono na przełomie XIV i XV w. jako gotycką warownię książęcą. Założenie miało plan zbliżony do wieloboku i obejmowało mury obronne, dziedziniec oraz trzy masywne wieże: bramną, południową i zachodnią. Po włączeniu Mazowsza do Korony zamek stopniowo tracił znaczenie i popadał w ruinę. Obecnie zachowane mury i wieże są zabezpieczone i udostępnione turystycznie.",Q9386588,https://www.wikidata.org/wiki/Q9386588,pl:Zamek książąt mazowieckich w Czersku,https://pl.wikipedia.org/wiki/Zamek_ksi%C4%85%C5%BC%C4%85t_mazowieckich_w_Czersku,2026-08-14
POINT (14.969546657953279 51.78932464215437),14.969546657953279,51.78932464215437,Polska,lubuskie,żarski,Lubsko,68-300,K01.30.10,Zamki,good,partial,excellent,K01.30.10.H7JWVB,Zamek w Lubsku,"Zamek w Lubsku to cenny i dobrze zachowany zabytek architektury rezydencjonalno-obronnej, wkomponowany w strukturę miejską. Na przestrzeni wieków przeszedł spektakularną metamorfozę od surowej, średniowiecznej warowni do eleganckiego pałacu. Początki murowanego założenia obronnego sięgają XIV wieku. Obecnie zamek w Lubsku jest w pełni odrestaurowany i stanowi jeden z najważniejszych punktów na turystycznej mapie miasta.",Q30143243,https://www.wikidata.org/wiki/Q30143243,pl:Zamek w Lubsku,https://pl.wikipedia.org/wiki/Zamek_w_Lubsku,2026-08-14
POINT (23.042254625 52.331138607),23.042254625,52.331138607,Polska,podlaskie,siemiatycki,Mielnik,17-307,K01.30.10,Zamki,good,full,poor,K01.30.10.H9BF24,Zamek w Mielniku,"Zamek z XIV w., zniszczony w wyniku pożaru w XVI w. oraz po potopie szwedzkim pozostałości zamku zostały zasypane ziemią przez rosyjskich zaborców po powstaniu styczniowym. Jedynymi dobrze widocznymi pozostałościami są ruiny kościoła zamkowego znajdujące się tuż obok zasypanych ruin zamku",Q9386680,https://www.wikidata.org/wiki/Q9386680,pl:Zamek w Mielniku,https://pl.wikipedia.org/wiki/Zamek_w_Mielniku,2026-08-14
POINT (15.929551664 51.270695144),15.929551664,51.270695144,Polska,dolnośląskie,legnicki,Chojnów,59-225,K01.30.10,Zamki,good,full,excellent,K01.30.10.H9HC1T,Zamek Piastowski w Chojnowie,"Zamek Piastowski w Chojnowie powstał w XIII–XIV w. jako siedziba książąt legnickich. W XVI w. został przebudowany w stylu renesansowym, z reprezentacyjną częścią mieszkalną i dekoracyjnym portalem. W kolejnych stuleciach obiekt tracił znaczenie i był częściowo rozbierany. Obecnie zachowane skrzydło zamku jest odrestaurowane i mieści Muzeum Regionalne w Chojnowie.",Q9386546,https://www.wikidata.org/wiki/Q9386546,pl:Zamek Piastowski w Chojnowie,https://pl.wikipedia.org/wiki/Zamek_Piastowski_w_Chojnowie,2026-08-14
POINT (21.014172517 52.247736308),21.014172517,52.247736308,Polska,mazowieckie,Warszawa,Warszawa,00-277,K01.30.10,Zamki,good,full,excellent,K01.30.10.HBVX3M,Zamek Królewski w Warszawie,"Pierwotnie rezydencja książąt mazowieckich. Wielokrotnie niszczony i przebudowywany. Po II wojnie światowej całkowicie zniszczony. Został odbudowany w latach 1971-1984. Odbudowa odtworzyła wygląd zamku ukształtowany głównie w XVIII wieku, zachowany aż do jego zniszczenia podczas II wojny światowej.  Pomnik historii.",Q756098,https://www.wikidata.org/wiki/Q756098,pl:Zamek Królewski w Warszawie,https://pl.wikipedia.org/wiki/Zamek_Kr%C3%B3lewski_w_Warszawie,2026-08-14
POINT (19.475229481 50.614402762),19.475229481,50.614402762,Polska,śląskie,myszkowski,Niegowa,42-320,K01.30.10,Zamki,good,full,fair,K01.30.10.HD6NHK,Zamek w Mirowie,"Zamek w Mirowie wzniesiono w XIV w. jako królewską warownię na wapiennym wzgórzu Jury Krakowsko-Częstochowskiej. Założenie obejmowało zamek górny z wieżą i zabudową mieszkalną, mury obronne oraz przedzamcze, dostosowane do skalistego terenu. W XVI w. zamek rozbudowano, lecz po zniszczeniach XVII w. popadł w ruinę. Obecnie zachowane mury i wieże są zabezpieczane i częściowo udostępniane turystycznie.",Q3493915,https://www.wikidata.org/wiki/Q3493915,pl:Zamek w Mirowie,https://pl.wikipedia.org/wiki/Zamek_w_Mirowie,2026-08-14
POINT (15.9004594 51.009841134),15.9004594,51.009841134,Polska,dolnośląskie,złotoryjski,Świerzawa,59-540,K01.30.10,Zamki,good,limited,bad,K01.30.10.HNUB45,Zamek w Starej Kraśnicy,Ruiny manierystycznego zamku-dworu z XVI/XVII w. w Starej Kraśnicy (dolnośląskie). Słynie z okazałej bramy wjazdowej oraz rzeźbionego portalu z 16 herbami. Ze względu na katastrofalny stan techniczny wejście w mury jest zabronione  całość można bezpiecznie podziwiać z ogólnodostępnego terenu,Q30089389,https://www.wikidata.org/wiki/Q30089389,pl:Zamek w Starej Kraśnicy,https://pl.wikipedia.org/wiki/Zamek_w_Starej_Kra%C5%9Bnicy,2026-08-14
POINT (16.319344043 51.803467796),16.319344043,51.803467796,Polska,lubuskie,wschowski,Wschowa,67-400,K01.30.10,Zamki,good,partial,poor,K01.30.10.HPGMBK,Zamek we Wschowie,"Usytuowany w obrębie dawnych murów obronnych Zamek we Wschowej to zabytek o bogatej historii, pełniący przez wieki rolę kluczowej strażnicy na zachodniej granicy Królestwa Polskiego. Początki murowanej warowni sięgają XIV wieku i przypisuje się je królowi Kazimierzowi Wielkiemu, który po odzyskaniu Wschowy włączył ją w system obronny państwa.",Q9386779,https://www.wikidata.org/wiki/Q9386779,pl:Zamek we Wschowie,https://pl.wikipedia.org/wiki/Zamek_we_Wschowie,2026-08-14
POINT (19.482354278 53.644932884),19.482354278,53.644932884,Polska,warmińsko-mazurskie,iławski,Iława,14-202,K01.30.10,Zamki,good,partial,fair,K01.30.10.HYPPZK,Zamek kapituły pomezańskiej w Szymbarku,"Zamek w Szymbarku wzniesiono w XIV w. jako gotycką siedzibę kapituły pomezańskiej. Rozległe założenie ma plan prostokąta, z dziedzińcem, murami obronnymi i licznymi wieżami narożnymi oraz bramnymi. W XVI w. zamek przebudowano w stylu renesansowym, przystosowując go do funkcji rezydencjonalnych. Po zniszczeniach w 1945 r. popadł w ruinę. Obecnie zachowały się rozległe mury, wieże i fragmenty zabudowy.",Q9386750,https://www.wikidata.org/wiki/Q9386750,pl:Zamek w Szymbarku,https://pl.wikipedia.org/wiki/Zamek_w_Szymbarku,2026-08-14
POINT (22.109782607157353 50.75956520353329),22.109782607157353,50.75956520353329,Polska,podkarpackie,stalowowolski,Zaklików,37-470,K01.30.10,Zamki,good,limited,poor,K01.30.10.J56JP7,Zamek w Zaklikowie,"Zamek w Zaklikowie wzniesiono w XVI w. jako murowaną siedzibę o funkcjach mieszkalnych i obronnych. Założenie miało charakter niewielkiej warowni szlacheckiej, z budynkiem mieszkalnym i elementami obronnymi dostosowanymi do lokalnych warunków terenowych. W kolejnych stuleciach obiekt utracił znaczenie i został rozebrany. Obecnie zachowały się jedynie relikty dawnego założenia zamkowego.",n/a,n/a,n/a,n/a,2026-08-30
POINT (20.46116808 50.797243313),20.46116808,50.797243313,Polska,świętokrzyskie,kielecki,Chęciny,26-060,K01.30.10,Zamki,good,full,fair,K01.30.10.J6JGQ8,Zamek Królewski w Chęcinach,"Zamek Królewski w Chęcinach to jedna z najbardziej ikonicznych i malowniczych warowni w Polsce. Wzniesiony na przełomie XIII i XIV wieku na wysokim, skalistym wzgórzu (360 m n.p.m.), przez stulecia górował nad okolicą jako potężna, niezdobyta forteca strzegąca południowych granic państwa. Inicjatorem budowy zamku był najprawdopodobniej król Władysław Łokietek, który uczynił z niego ważny ośrodek administracyjny i polityczny.",Q4497261,https://www.wikidata.org/wiki/Q4497261,pl:Zamek w Chęcinach,https://pl.wikipedia.org/wiki/Zamek_w_Ch%C4%99cinach,2026-08-14
POINT (18.59993514 53.000963155),18.59993514,53.000963155,Polska,kujawsko-pomorskie,Toruń,Toruń,87-100,K01.30.10,Zamki,good,full,fair,K01.30.10.J8D2VC,Zamek Dybów,"Zamek Dybów w Toruniu wzniesiono w latach 1424–1428 z inicjatywy Władysława Jagiełły jako królewską warownię nad Wisłą, kontrolującą przeprawę i granicę z państwem krzyżackim. Założenie obejmowało czworoboczny mur obronny, dziedziniec, dom mieszkalny oraz wieżę bramną. W kolejnych stuleciach zamek był niszczony i przebudowywany. Obecnie zachował się jako zabezpieczona ruina z murami, wieżą bramną i fragmentami zabudowy.",Q9386513,https://www.wikidata.org/wiki/Q9386513,pl:Zamek Dybów,https://pl.wikipedia.org/wiki/Zamek_Dyb%C3%B3w,2026-08-14
POINT (19.935073194 50.055024622),19.935073194,50.055024622,Polska,małopolskie,Kraków,Kraków,31-001,K01.30.10,Zamki,good,full,excellent,K01.30.10.JE9Y8F,Zamek Królewski na Wawelu,"Zamek Królewski na Wawelu to wielowiekowa rezydencja obronno-reprezentacyjna, której początki sięgają XI–XIII w. W XIV–XV w. rozbudowano ją w stylu gotyckim, a w XVI w. przekształcono w monumentalny pałac renesansowy z arkadowym dziedzińcem. Zachował elementy romańskie, gotyckie, renesansowe i barokowe. Obecnie mieści muzeum Państwowe Zbiory Sztuki i jest udostępniony zwiedzającym.",Q18820,https://www.wikidata.org/wiki/Q18820,pl:Zamek Królewski na Wawelu,https://pl.wikipedia.org/wiki/Zamek_Kr%C3%B3lewski_na_Wawelu,2026-08-14
POINT (21.440957722 49.778550988),21.440957722,49.778550988,Polska,podkarpackie,jasielski,Kołaczyce,38-200,K01.30.10,Zamki,fair,full,poor,K01.30.10.JNXWPV,Zamek Golesz,"Zamek Golesz w Krajowicach wzniesiono prawdopodobnie po 1420 r. na miejscu wcześniejszego grodu, jako murowaną siedzibę zarządcy dóbr opactwa tynieckiego. Założenie obejmowało obwód murów z piaskowca, dziedziniec, dom zamkowy, bramę oraz basztę; starszym elementem była wolnostojąca okrągła wieża. Zamek zniszczono prawdopodobnie w 1657 r. Obecnie zachowały się ruiny murów i fundamentów na terenie rezerwatu „Golesz”.",Q9386519,https://www.wikidata.org/wiki/Q9386519,pl:Zamek Golesz,https://pl.wikipedia.org/wiki/Zamek_Golesz,2026-08-14
POINT (22.242607250364877 51.2364760196502),22.242607250364877,51.2364760196502,Polska,lubelskie,lubelski,Wojciechów,24-204,K01.30.10,Zamki,good,full,excellent,K01.30.10.JP1GB8,Wieża Ariańska w Wojciechowie,"Trójkondygnacyjna wieża mieszkalno-obronna zbudowana z kamieni i cegieł w dwóch etapach przed 1527 r. przez starostę lubelskiego Jana Pileckiego (herbu Leliwa), położona w Wojciechowie; jedyny zachowany fragment dużego założenia obronnego wybudowanego pod koniec XIV w. przez Szczekockich herbu Odrowąż. Obecnie w wieży mieszczą się Gminny Ośrodek Kultury, Muzeum Regionalne z Galerią Sztuki Ludowej, Muzeum Kowalstwa, Biblioteka Gminna i kawiarnia.",Q9373743,https://www.wikidata.org/wiki/Q9373743,pl:Wieża Ariańska w Wojciechowie,https://pl.wikipedia.org/wiki/Wie%C5%BCa_Aria%C5%84ska_w_Wojciechowie,2026-08-14
POINT (17.172485643 50.684660553),17.172485643,50.684660553,Polska,dolnośląskie,strzeliński,Przeworno,57-130,K01.30.10,Zamki,fair,limited,good,K01.30.10.JRAD2J,Zamek w Przewornie,"Zamek w Przewornie wzniesiono prawdopodobnie w XIV w. jako niewielką warownię rycerską. Murowane założenie miało charakter mieszkalno-obronny i było związane z lokalną siedzibą feudalną. W kolejnych stuleciach obiekt tracił znaczenie, ulegał przebudowom i stopniowej degradacji. Obecnie zachowały się jedynie relikty murów i fundamentów dawnego zamku.",Q19401695,https://www.wikidata.org/wiki/Q19401695,pl:Zamek w Przewornie,https://pl.wikipedia.org/wiki/Zamek_w_Przewornie,2026-08-14
