object_type,name,country,province,district,municipality,post_code,nearest_address,state,accessibility,veracity_score,description,wikipedia,wikidata
K01.20.20 - Dwory szlacheckie,Gołuszyce,Polska,kujawsko-pomorskie,świecki,Pruszcz,86-120,"kujawsko-pomorskie, świecki, Pruszcz, Gołuszyce 26a",,,,,,
K01.20.30 - Dwory inne,Dwór hrabiny von Schwanenfeld w Morsku,Polska,kujawsko-pomorskie,świecki,Świecie,86-100,"kujawsko-pomorskie, świecki, Świecie, Morsk 17",,,,,,
K01.30.10 - Zamki,Ruiny Zamku Dybów w Toruniu,Polska,kujawsko-pomorskie,Toruń,Toruń,87-100,"kujawsko-pomorskie, Toruń, Toruń, Toruń, Przy Grobli 1a",fair,full,good,"Zamek Dybowski (województwo kujawsko-pomorskie, Toruń) to gotycka warownia nizinna, która wznosi się na lewym brzegu Wisły, naprzeciwko toruńskiego Starego Miasta. Budowla powstała w latach 1424–1428 z inicjatywy króla Władysława II Jagiełły jako militarna i ekonomiczna odpowiedź Korony Polskiej na sąsiadujący z nią krzyżacki Toruń. Zamek strzegł ówczesnej granicy państwowej na Drwęcy i Wiśle, kontrolował ruch statków oraz obsługiwał konkurencyjną dla Krzyżaków osadę Nieszawa (późniejszy Podgórz).

Założenie architektoniczne wzniesiono z czerwonej cegły na kamiennych fundamentach, nadając mu plan regularnego prostorąta o wymiarach około 41 na 53 metry. Konstrukcja reprezentuje typ zamku bezwieżowego, w którym główną siłę obronną stanowiły wysokie na kilkanaście metrów, grube mury obwodowe oraz otaczająca je głęboka fosa zasilana wodami Wisły. Jedynym elementem dominującym w bryle była potężna, wysunięta przed lico muru południowego dwupiętrowa wieża bramna, zaopatrzona w ostrołukowy przejazd, broniony broną i mostem zwodzonym. Wewnątrz dziedzińca, wzdłuż skrzydła wschodniego, zlokalizowano reprezentacyjny, dwukondygnacyjny dom mieszkalny (palatium). Zamek zapisał się w historii polskiego parlamentaryzmu – to tutaj w 1454 roku król Kazimierz Jagiellończyk podpisał słynne statuty cerkwicko-dybowskie, dające szerokie przywileje szlachcie w zamian za udział w wojnie trzynastoletniej. Warownia straciła znaczenie strategiczne po inkorporacji Prus do Polski, a uległa dewastacji podczas potopu szwedzkiego, gdy Szwedzi wysadzili część murów. Na początku XIX wieku, w ramach budowy pruskiej Twierdzy Toruń, obiekt przekształcono w redutę artyleryjską, otaczając go ziemnymi wałami.

Współcześnie Zamek Dybowski zachował się w formie trwałej, widowiskowej ruiny, będącej unikalnym przykładem czysto polskiej architektury obronnej na pograniczu (w odróżnieniu od większości okolicznych zamków pokrzyżackich). Do dziś przetrwał pełen obwód murów obronnych do wysokości pierwszego piętra, potężna wieża bramna oraz czytelne ślady po gotyckich piwnicach i otworach okiennych pałacu. Obiekt, położony w zielonym pasie nadwiślańskim, jest częściowo zagospodarowany przez grupy rekonstrukcji historycznej, ogólnodostępny dla turystów i stanowi jeden z najlepszych punktów widokowych na klasyczną panoramę Torunia.",pl:Zamek Dybów,Q9386513
K01.20.30 - Dwory inne,Dwór Zalesie,Polska,kujawsko-pomorskie,toruński,Chełmża,87-140,"kujawsko-pomorskie, toruński, Chełmża, Zalesie 19",,,,,,
K01.20.30 - Dwory inne,Łącko,Polska,kujawsko-pomorskie,inowrocławski,Pakość,88-170,"kujawsko-pomorskie, inowrocławski, Pakość, Łącko 21",,,,,,
K01.20.30 - Dwory inne,Dwór w Jarantowicach,Polska,kujawsko-pomorskie,radziejowski,Osięciny,88-220,"kujawsko-pomorskie, radziejowski, Osięciny, Jarantowice 27",,,,,,
K01.20.30 - Dwory inne,Turzyn,Polska,kujawsko-pomorskie,nakielski,Kcynia,89-240,"kujawsko-pomorskie, nakielski, Kcynia, Turzyn 2",,,,,,
K01.20.30 - Dwory inne,Dwór Olszewka,Polska,kujawsko-pomorskie,nakielski,Nakło nad Notecią,89-100,"kujawsko-pomorskie, nakielski, Nakło nad Notecią, Olszewka 20",,,,,,
K01.20.30 - Dwory inne,Żalno,Polska,kujawsko-pomorskie,tucholski,Kęsowo,89-506,"kujawsko-pomorskie, tucholski, Kęsowo, Żalno, Szkolna 3",,,,,,
K01.20.30 - Dwory inne,Szelejewo,Polska,kujawsko-pomorskie,żniński,Gąsawa,88-410,"kujawsko-pomorskie, żniński, Gąsawa, Szelejewo 1",,,,,,
K01.30.10 - Zamki,Ruiny Zamku Krzyżackiego w Pokrzywnie,Polska,kujawsko-pomorskie,grudziądzki,Gruta,86-330,"kujawsko-pomorskie, grudziądzki, Gruta, Pokrzywno 134",poor,partial,good,"Zamek w Pokrzywnie (znany również jako Kopołno, województwo kujawsko-pomorskie, powiat grudziądzki) to malownicze, choć mocno zrujnowane pozostałości jednej z najstarszych i najważniejszych warowni zakonu krzyżackiego na ziemi chełmińskiej.

Budowę murowanego zamku Krzyżacy rozpoczęli w drugiej połowie XIII wieku (około 1275–1290 roku) w miejscu wcześniejszego, zdobytego grodu pruskiego. Od samego początku zamek zyskał rangę stolicy komturstwa, stając się kluczowym punktem militarnym i administracyjnym regionu. Warownia odegrała ważną rolę podczas wojen polsko-krzyżackich – w 1410 roku, po bitwie pod Grunwaldem, została zajęta przez wojska Władysława Jagiełły, a w trakcie wojny trzynastoletniej zdobyły ją oddziały Związku Pruskiego. Na mocy II pokoju toruńskiego (1466) zamek włączono do Polski jako siedzibę starostów królewskich. Kres świetności przyniósł potop szwedzki (1655–1660), podczas którego obiekt został dotkliwie zniszczony. Po rozbiorach władze pruskie przeznaczyły twierdzę na rozbiórkę, a pozyskany budulec posłużył m.in. do wzniesienia twierdzy w Grudziądzu. W latach 60. XX wieku ocalałe mury zostały zabezpieczone jako trwała ruina.

Konstrukcja zamku, wzniesionego z czerwonej cegły i kamieni polnych, opierała się na nieregularnym planie dopasowanym do ukształtowania stromego wzgórza nad jeziorem. Założenie składało się z zamku wysokiego (czteroskrzydłowego, z wewnętrznym dziedzińcem i kaplicą) oraz dwóch ufortyfikowanych podzamczy odciętych od reszty terenu głębokimi, suchymi fosami.

Współcześnie zamek w Pokrzywnie znajduje się w rękach prywatnych. Chociaż obiekt popadł w znaczne zaniedbanie, a jego zwiedzanie może być utrudnione, z daleka wciąż imponuje monumentalna wieża bramna, fragmenty murów obwodowych przedzamcza z gotyckimi blendami oraz potężne, sklepione piwnice zamku wysokiego, które świadczą o dawnej potędze zakonu.",pl:Zamek w Pokrzywnie,Q29975162
K01.20.30 - Dwory inne,Dwór w Lubieniu Kujawskim,Polska,kujawsko-pomorskie,włocławski,Lubień Kujawski,87-840,"kujawsko-pomorskie, włocławski, Lubień Kujawski, Lubień Kujawski, 1 Maja 44",,,,,,
K01.20.30 - Dwory inne,Świętosław,Polska,kujawsko-pomorskie,włocławski,Włocławek,87-853,"kujawsko-pomorskie, włocławski, Włocławek, Świętosław 1",fair,limited,good,,,
K01.20.30 - Dwory inne,Dwór w Wielkiej Wsi,Polska,wielkopolskie,poznański,Buk,64-320,"wielkopolskie, poznański, Buk, Wielka Wieś, św. Rocha 26",,,,,,
K01.20.30 - Dwory inne,Niwki,Polska,wielkopolskie,kolski,Chodów,62-652,"wielkopolskie, kolski, Chodów, Niwki 1",,,,,,
K01.20.30 - Dwory inne,Rgielew,Polska,wielkopolskie,kolski,Kłodawa,62-650,"wielkopolskie, kolski, Kłodawa, Rgielew 28",,,,,,
K01.20.30 - Dwory inne,Góreczki,Polska,wielkopolskie,krotoszyński,Koźmin Wielkopolski,63-720,"wielkopolskie, krotoszyński, Koźmin Wielkopolski, Góreczki 2",,,,,,
K01.20.30 - Dwory inne,Przedborów,Polska,wielkopolskie,ostrzeszowski,Mikstat,63-510,"wielkopolskie, ostrzeszowski, Mikstat, Przedborów 49",,,,,,
K01.20.30 - Dwory inne,Płaczkowo,Polska,wielkopolskie,rawicki,Jutrosin,63-930,"wielkopolskie, rawicki, Jutrosin, Płaczkowo 34",,,,,,
K01.20.30 - Dwory inne,Dwór Krerowo,Polska,wielkopolskie,poznański,Kleszczewo,63-006,"wielkopolskie, poznański, Kleszczewo, Krerowo 36",,,,,,
K01.20.30 - Dwory inne,Bułaków,Polska,wielkopolskie,gostyński,Pogorzela,63-860,"wielkopolskie, gostyński, Pogorzela, Bułaków 34",,,,,,
K01.20.30 - Dwory inne,Gręboszów,Polska,opolskie,namysłowski,Namysłów,46-134,"opolskie, namysłowski, Namysłów, Brzezinka 7",,,,,,
K01.20.30 - Dwory inne,Dwór Dziewoklucz,Polska,wielkopolskie,chodzieski,Budzyń,64-840,"wielkopolskie, chodzieski, Budzyń, Dziewoklucz 11",,,,,,
K01.20.30 - Dwory inne,Twardów,Polska,wielkopolskie,jarociński,Kotlin,63-220,"wielkopolskie, jarociński, Kotlin, Twardów 97a",,,,,,
K01.20.30 - Dwory inne,Biela,Polska,wielkopolskie,koniński,Wilczyn,62-550,"wielkopolskie, koniński, Wilczyn, Biela 31",,,,,,
K01.20.30 - Dwory inne,Warzymowo II,Polska,wielkopolskie,koniński,Skulsk,62-560,"wielkopolskie, koniński, Skulsk, Warzymowo 3",fair,limited,fair,,,
K01.20.30 - Dwory inne,Bronisławki,Polska,wielkopolskie,pilski,Ujście,64-850,"wielkopolskie, pilski, Ujście, Bronisławki 1",,,,,,
K01.20.30 - Dwory inne,Dwór Czarnuszka,Polska,wielkopolskie,pleszewski,Dobrzyca,63-330,"wielkopolskie, pleszewski, Dobrzyca, Czarnuszka 16A",,,,,,
K01.20.30 - Dwory inne,Paczkowo,Polska,wielkopolskie,poznański,Swarzędz,62-021,"wielkopolskie, poznański, Swarzędz, Paczkowo, Dworska 1",,,,,,
K01.20.30 - Dwory inne,Koźminek,Polska,wielkopolskie,kaliski,Koźminek,62-840,"wielkopolskie, kaliski, Koźminek, Koźminek, Andrzeja Mielęckiego 4a",,,,,,
K01.20.30 - Dwory inne,Złotniki Wielkie,Polska,wielkopolskie,kaliski,Żelazków,62-817,"wielkopolskie, kaliski, Żelazków, Złotniki Wielkie 3",,,,,,
K01.20.20 - Dwory szlacheckie,Żelazków,Polska,wielkopolskie,kaliski,Żelazków,62-817,"wielkopolskie, kaliski, Żelazków, Żelazków 138",good,full,good,,,
K01.20.30 - Dwory inne,Dwór w Strzygach,Polska,kujawsko-pomorskie,włocławski,Chodecz,87-860,"kujawsko-pomorskie, włocławski, Chodecz, Strzygi 31",,,,,,
K01.20.10 - Pałace,Pałac Czarneckich  w Golejewku,Polska,wielkopolskie,rawicki,Pakosław,63-921,"wielkopolskie, rawicki, Pakosław, Golejewko 62",,,,,,
K01.20.30 - Dwory inne,Dwór Czechowo,Polska,wielkopolskie,gnieźnieński,Niechanowo,62-220,"wielkopolskie, gnieźnieński, Niechanowo, Czechowo 18",,,,,,
K01.20.30 - Dwory inne,Lipiny,Polska,wielkopolskie,chodzieski,Margonin,64-830,"wielkopolskie, chodzieski, Margonin, Lipiny 41",,,,,,
K01.20.30 - Dwory inne,Dwór Rozdrażew,Polska,wielkopolskie,krotoszyński,Rozdrażew,63-708,"wielkopolskie, krotoszyński, Rozdrażew, Rozdrażew, Parkowa 2",,,,,,
K01.20.30 - Dwory inne,Gałązki,Polska,wielkopolskie,krotoszyński,Koźmin Wielkopolski,63-720,"wielkopolskie, krotoszyński, Koźmin Wielkopolski, Gałązki 46",,,,,,
K01.20.30 - Dwory inne,Ludomy,Polska,wielkopolskie,obornicki,Ryczywół,64-603,"wielkopolskie, obornicki, Ryczywół, Ludomki 1",,,,,,
K01.20.30 - Dwory inne,Januszewo,Polska,wielkopolskie,średzki,Środa Wielkopolska,63-011,"wielkopolskie, średzki, Środa Wielkopolska, Januszewo 1",,,,,,
K01.20.30 - Dwory inne,Dwór Brodowo,Polska,wielkopolskie,średzki,Środa Wielkopolska,63-000,"wielkopolskie, średzki, Środa Wielkopolska, Brodowo, Poznańska 14",,,,,,
K01.20.30 - Dwory inne,Osiek,Polska,wielkopolskie,ostrowski,Nowe Skalmierzyce,63-460,"wielkopolskie, ostrowski, Nowe Skalmierzyce, Osiek 12",,,,,,
K01.20.30 - Dwory inne,Dwór Ławica,Polska,wielkopolskie,międzychodzki,Sieraków,64-410,"wielkopolskie, międzychodzki, Sieraków, Ławica 4",,,,,,
K01.20.30 - Dwory inne,Dwór w Chełmnie,Polska,wielkopolskie,szamotulski,Pniewy,62-045,"wielkopolskie, szamotulski, Pniewy, Chełmno 1",,,,,,
K01.20.30 - Dwory inne,Dwór Stramnica,Polska,wielkopolskie,szamotulski,Kaźmierz,64-530,"wielkopolskie, szamotulski, Kaźmierz, Stramnica 3",,,,,,
K01.20.30 - Dwory inne,Szmarzewo-Borkowo,Polska,wielkopolskie,wrzesiński,Kołaczkowo,62-305,"wielkopolskie, wrzesiński, Kołaczkowo, Szamarzewo 35",,,,,,
K01.20.30 - Dwory inne,Lubrze,Polska,wielkopolskie,średzki,Krzykosy,63-024,"wielkopolskie, średzki, Krzykosy, Lubrze 1",,,,,,
K01.20.30 - Dwory inne,Młynkowo,Polska,wielkopolskie,czarnkowsko-trzcianecki,Połajewo,64-710,"wielkopolskie, czarnkowsko-trzcianecki, Połajewo, Młynkowo 131",,,,,,
K01.20.30 - Dwory inne,Krosin,Polska,wielkopolskie,czarnkowsko-trzcianecki,Połajewo,64-710,"wielkopolskie, czarnkowsko-trzcianecki, Połajewo, Krosin 10B",,,,,,
K01.20.30 - Dwory inne,Krzewata,Polska,wielkopolskie,kolski,Olszówka,62-641,"wielkopolskie, kolski, Olszówka, Krzewata 89",,,,,,
K01.20.20 - Dwory szlacheckie,Choryń I,Polska,wielkopolskie,kościański,Kościan,64-000,"wielkopolskie, kościański, Kościan, Choryń 27",,,,,,
K01.20.20 - Dwory szlacheckie,Kobylniki,Polska,wielkopolskie,kościański,Kościan,64-000,"wielkopolskie, kościański, Kościan, Kobylniki, Klonowa 2",,,,,,
K01.20.30 - Dwory inne,Głębokie,Polska,wielkopolskie,kolski,Olszówka,62-641,"wielkopolskie, kolski, Olszówka, Głębokie 88",excellent,,,"Dawny zespół dworsko-parkowy położony przy drodze wiejskiej. Droga wiejska ogranicza park od strony północnej. Od strony wschodniej do parku przylegają tereny zabudowane, a od południa sad i pola uprawne. Dwór usytuowany w północno-zachodniej części parku, frontem zwrócony na południe.",,
K01.20.20 - Dwory szlacheckie,Gorczyn,Polska,łódzkie,łaski,Łask,98-100,"łódzkie, łaski, Łask, Gorczyn 45A",,,,,,
K01.20.30 - Dwory inne,Dwór Tkaczew,Polska,łódzkie,zgierski,Ozorków,95-035,"łódzkie, zgierski, Ozorków, Tkaczew 5",,,,,,
K01.30.10 - Zamki,Ruiny Zamku Prymasowskiego,Polska,łódzkie,łowicki,Łowicz,99-400,"łódzkie, łowicki, Łowicz, Łowicz, Zamkowa 1",,,,,https://pl.wikipedia.org/wiki/Zamek_w_%C5%81owiczu,Q131455029
K01.20.30 - Dwory inne,Dwór Głowno,Polska,łódzkie,zgierski,Głowno,95-015,"łódzkie, zgierski, Głowno, Głowno, Łowicka 74",,,,,,
K01.20.30 - Dwory inne,Dwór Osiny II,Polska,łódzkie,brzeziński,Dmosin,95-061,"łódzkie, brzeziński, Dmosin, Osiny 136",n/a,limited,poor,"Dwór znajduje się na tej samej działce co Dwór Osiny I, teren prywatny, brak możliwości wejścia.",,
K01.30.10 - Zamki,Zamek Królewski w Piotrkowie trybunalskim,Polska,łódzkie,Piotrków Trybunalski,Piotrków Trybunalski,97-300,"łódzkie, Piotrków Trybunalski, Piotrków Trybunalski, Piotrków Trybunalski, Plac Zamkowy 4",excellent,full,good,"Zamek został wzniesiony na początku XVI wieku, a następnie zniszczony przez Szwedów w XVII wieku. Odbudowano go około 1670 roku. W 1869 roku obiekt przebudowano na kaplicę prawosławną. Zamek był rekonstruowany po I i II wojnie światowej. Do dziś zachowały się sklepienia kolebkowe w piwnicach, portale oraz zdobienia gotycko-renesansowe. Obecnie w budynku mieści się Muzeum Okręgowe.",pl:Zamek Królewski w Piotrkowie Trybunalskim,Q7197073
K01.30.20 - Dwory obronne,Burzenin,Polska,łódzkie,sieradzki,Burzenin,98-260,"łódzkie, sieradzki, Burzenin, Strumiany, Główna 26",,,,,,
K01.20.20 - Dwory szlacheckie,Kąty Walichnowskie,Polska,łódzkie,wieruszowski,Czastary,98-410,"łódzkie, wieruszowski, Czastary, Kąty Walichnowskie, Zakładowa 2",,,,,,
K01.20.30 - Dwory inne,Dębołęka,Polska,łódzkie,sieradzki,Brzeźnio,98-275,"łódzkie, sieradzki, Brzeźnio, Dębołęka 70",,,,,,
K01.20.30 - Dwory inne,Dziepółć,Polska,łódzkie,radomszczański,Radomsko,97-500,"łódzkie, radomszczański, Radomsko, Dziepółć 39C",,,,,,
K01.30.10 - Zamki,Zamek w Uniejowie,Polska,łódzkie,poddębicki,Uniejów,99-210,"łódzkie, poddębicki, Uniejów, Uniejów, Zamkowa 2",excellent,partial,good,"Malowniczo usytuowany pośród zabytkowego parku nad brzegiem rzeki Warty zamek w Uniejowie (województwo łódzkie, powiat poddębicki) to jeden z najciekawszych i najlepiej zachowanych nizinnych zamków obronnych w Polsce. Ta dawna rezydencja kościelnych dostojników harmonijnie łączy surowość średniowiecznej twierdzy z elegancją nowożytnego pałacu.

Budowę murowanego zamku rozpoczął około 1360 roku arcybiskup gnieźnieński Jarosław Bogoria Skotnicki, bliski współpracownik króla Kazimierza Wielkiego. Nowa twierdza zastąpiła dawny, drewniany gród zniszczony przez Krzyżaków i stała się jedną z najważniejszych rezydencji obronnych hierarchów kościoła w Polsce. Zamek pełnił funkcję skarbca archidiecezji – w jego murach wielokrotnie przechowywano cenne relikwie (w tym św. Wojciecha) oraz księgi kapitulne w czasach zagrożenia wojenno-politycznego. W latach 1525–1534 arcybiskup Jan Łaski dokonał gruntownej przebudowy obiektu, nadając mu cechy renesansowe. Zamek ucierpiał w czasie potopu szwedzkiego, a w XIX wieku, po konfiskacie dóbr kościelnych, car podarował go pruskiemu generałowi Aleksandrowi Tollonowi, którego rodzina przekształciła budowlę w romantyczny, klasycystyczny pałac. Obiekt szczęśliwie przetrwał obie wojny światowe.

Konstrukcja zamku została oparta na planie nieregularnego czworoboku wzniesionego z czerwonej cegły na kamiennych fundamentach. Najbardziej dominującym i charakterystycznym elementem sylwetki jest potężna, wysoka, cylindryczna wieża obronna (stołp), zwieńczona barokowym hełmem. Skrzydła mieszkalne otaczają kameralny, wewnętrzny dziedziniec. Całość założenia ufortyfikowano murem obwodowym, fosą oraz ziemnymi bastionami, z których roztaczał się doskonały widok na dolinę Warty.

Współcześnie zamek w Uniejowie jest w pełni odrestaurowany, zrewitalizowany i tętni życiem turystycznym. Pełni funkcję luksusowego hotelu, centrum konferencyjnego oraz eleganckiej restauracji, a część wnętrz wraz z monumentalną wieżą widokową została udostępniona dla zwiedzających. Otoczony XIX-wiecznym parkiem krajobrazowym obiekt znajduje się w bezpośrednim sąsiedztwie słynnego kompleksu termalnego „Termy Uniejów”, stanowiąc jedną z największych atrakcji turystycznych centralnej Polski.",pl:Zamek w Uniejowie,Q9386755
K01.20.30 - Dwory inne,Dwór w Bogusławicach,Polska,łódzkie,piotrkowski,Wolbórz,97-320,"łódzkie, piotrkowski, Wolbórz, Bogusławice 52",,,,,,
K01.20.30 - Dwory inne,Dwór Jeżewo,Polska,łódzkie,zgierski,Zgierz,95-001,"łódzkie, zgierski, Zgierz, Jeżewo, Złota 5",,,,,,
K01.20.30 - Dwory inne,Ruina Dworu Wola Flaszczyna,Polska,łódzkie,poddębicki,Zadzim,99-232,"łódzkie, poddębicki, Zadzim, Wola Dąbska 27",,,,,,
K01.20.30 - Dwory inne,Głuchów,Polska,łódzkie,skierniewicki,Głuchów,96-130,"łódzkie, skierniewicki, Głuchów, Głuchów, Plac Uniwersytecki 1",,,,,,
K01.20.30 - Dwory inne,Podsędkowice,Polska,łódzkie,rawski,Biała Rawska,96-230,"łódzkie, rawski, Biała Rawska, Podsędkowice 18",,,,,,
K01.30.20 - Dwory obronne,Wieża rycerska w Rakowicach Wielkich,Polska,dolnośląskie,lwówecki,Lwówek Śląski,59-600,"dolnośląskie, lwówecki, Lwówek Śląski, Rakowice Wielkie 9",excellent,partial,good,"Wieża obronna (zwana rycerską lub miejską), powstała na przełomie XV i XVI wieku. Wykonana z kamienia, jest to jedna z dwóch wież obronnych w Rakowicach Wielkich.",pl:Wieża rycerska w Rakowicach Wielkich,Q50999296
K01.20.30 - Dwory inne,Tylice,Polska,kujawsko-pomorskie,toruński,Łysomice,87-148,"kujawsko-pomorskie, toruński, Łysomice, Tylice 14",fair,limited,good,,,
K01.20.30 - Dwory inne,Kuśnierz,Polska,kujawsko-pomorskie,mogileński,Jeziora Wielkie,88-324,"kujawsko-pomorskie, mogileński, Jeziora Wielkie, Kuśnierz 10",,,,,,
K01.20.20 - Dwory szlacheckie,Lachmirowice,Polska,kujawsko-pomorskie,inowrocławski,Kruszwica,88-150,"kujawsko-pomorskie, inowrocławski, Kruszwica, Lachmirowice 20",,,,,,
K01.20.30 - Dwory inne,Gałczewko,Polska,kujawsko-pomorskie,golubsko-dobrzyński,Golub-Dobrzyń,87-400,"kujawsko-pomorskie, golubsko-dobrzyński, Golub-Dobrzyń, Gałczewko 1",,,,,,
K01.20.30 - Dwory inne,Dwór Kępka Szlachecka,Polska,kujawsko-pomorskie,włocławski,Kowal,87-820,"kujawsko-pomorskie, włocławski, Kowal, Kępka Szlachecka 27A",,,,,,
K01.20.30 - Dwory inne,Dwór Modlibórz,Polska,kujawsko-pomorskie,włocławski,Lubień Kujawski,87-840,"kujawsko-pomorskie, włocławski, Lubień Kujawski, Modlibórz 11",,,,,,
K01.20.30 - Dwory inne,Baruchowo,Polska,kujawsko-pomorskie,włocławski,Baruchowo,87-821,"kujawsko-pomorskie, włocławski, Baruchowo, Baruchowo 54",,,,,,
K01.20.30 - Dwory inne,Neogotycki dworek w Radzimiu,Polska,kujawsko-pomorskie,sępoleński,Kamień Krajeński,89-430,"kujawsko-pomorskie, sępoleński, Kamień Krajeński, Radzim 24",,,,,,
K01.20.30 - Dwory inne,Dwór Glinki,Polska,kujawsko-pomorskie,bydgoski,Koronowo,89-525,"kujawsko-pomorskie, bydgoski, Koronowo, Glinki 12",,,,,,
K01.20.30 - Dwory inne,Świętosław,Polska,kujawsko-pomorskie,golubsko-dobrzyński,Ciechocin,87-408,"kujawsko-pomorskie, golubsko-dobrzyński, Ciechocin, Świętosław 23",,,,,,
K01.20.30 - Dwory inne,Bedlenki,Polska,kujawsko-pomorskie,świecki,Drzycim,86-140,"kujawsko-pomorskie, świecki, Drzycim, Bedlenki 1",,,,,,
K01.20.30 - Dwory inne,Dwór w Jasieniu,Polska,kujawsko-pomorskie,lipnowski,Tłuchowo,87-605,"kujawsko-pomorskie, lipnowski, Tłuchowo, Jasień 52",,,,,,
K01.30.10 - Zamki,Papowo Biskupie,Polska,kujawsko-pomorskie,chełmiński,Papowo Biskupie,86-221,"kujawsko-pomorskie, chełmiński, Papowo Biskupie, Papowo Biskupie 27",poor,limited,good,"Zamek w Papowie Biskupim to monumentalne ruiny krzyżackiego zamku konwentualnego, wzniesionego w latach 80. XIII wieku jako siedziba komturii. Jest jednym z najstarszych regularnych zamków krzyżackich na ziemi chełmińskiej i wyróżnia się tym, że zbudowano go głównie z kamieni narzutowych, podczas gdy większość zamków zakonu wznoszono z cegły. Do dziś zachowały się imponujące mury skrzydła północnego oraz fragmenty skrzydeł wschodniego i zachodniego. Ruiny należą do najlepiej rozpoznawalnych zabytków średniowiecznej architektury obronnej województwa kujawsko-pomorskiego i są udostępnione do zwiedzania.",pl:Zamek w Papowie Biskupim,Q14906500
K01.20.30 - Dwory inne,Lubieszewo,Polska,kujawsko-pomorskie,mogileński,Mogilno,88-300,"kujawsko-pomorskie, mogileński, Mogilno, Lubieszewo 7",,,,,,
K01.20.30 - Dwory inne,Mała Klonia I,Polska,kujawsko-pomorskie,tucholski,Gostycyn,89-520,"kujawsko-pomorskie, tucholski, Gostycyn, Mała Klonia 27",,,,,,
K01.20.30 - Dwory inne,Dwór Dąbrówka,Polska,kujawsko-pomorskie,tucholski,Tuchola,89-500,"kujawsko-pomorskie, tucholski, Tuchola, Dąbrówka 5",,,,,,
K01.20.30 - Dwory inne,Dwór w Blinowie Drugim,Polska,lubelskie,kraśnicki,Szastarka,23-225,"lubelskie, kraśnicki, Szastarka, Blinów Drugi 10",,,,,,
K01.20.30 - Dwory inne,Dwór Strzyżewice,Polska,lubelskie,lubelski,Strzyżewice,23-107,"lubelskie, lubelski, Strzyżewice, Strzyżewice 108",,,,,,
K01.20.30 - Dwory inne,Zacisze,Polska,lubelskie,bialski,Biała Podlaska,21-500,"lubelskie, bialski, Biała Podlaska, Zacisze 14",,,,,,
K01.20.30 - Dwory inne,Dwór Łubki,Polska,lubelskie,lubelski,Wojciechów,24-204,"lubelskie, lubelski, Wojciechów, Łubki 58",,,,,,
K01.20.30 - Dwory inne,Dwór Borowskich w Maszowie Dolnym,Polska,lubelskie,krasnostawski,Rudnik,22-330,"lubelskie, krasnostawski, Rudnik, Maszów 21",,,,,,
K01.20.30 - Dwory inne,Dwór Moszna,Polska,lubelskie,lubelski,Jastków,24-150,"lubelskie, lubelski, Jastków, Moszna-Kolonia 31A",,,,,,
K01.20.30 - Dwory inne,Dwór Stare Zadybie,Polska,lubelskie,rycki,Kłoczew,08-550,"lubelskie, rycki, Kłoczew, Stare Zadybie 118",,,,,,
K01.30.10 - Zamki,Ruiny zamku w Krupem,Polska,lubelskie,krasnostawski,Krasnystaw,22-302,"lubelskie, krasnostawski, Krasnystaw, Krupe 153",fair,full,good,"Malowniczo usytuowane nad stawami relikty zamku w Krupem (województwo lubelskie, powiat krasnostawski, gmina Krasnystaw) to jeden z najpiękniejszych i najbardziej romantycznych przykładów architektury renesansowo-manierystycznej wschodniej Polski. Ta dawna rezydencja magnacka, zwana czasem „lubelskim Krzyżtoporem”, urzeka unikalną sylwetką i bogatą historią.

Początki murowanego założenia obronnego sięgają końca XV wieku, kiedy to szlachcic Jerzy Krupski wzniósł tu niewielki, gotycki dwór obronny. Prawdziwy rozkwit miejsca nastąpił jednak na przełomie XVI i XVII wieku (około 1577–1604 roku). Nowy właściciel, podkomorzy chełmski Samuel Zborowski, a następnie koniuszy koronny Paweł Orzechowski, przekształcili skromną fortalicję w potężną, reprezentacyjną rezydencję w typie palazzo in fortezza. Zamek stał się prężnym ośrodkiem kultury arińskiej, jako że Orzechowski był wpływowym działaczem i protektorem braci polskich. Kres świetności tej wspaniałej budowli przyniósł potop szwedzki w 1656 roku, a dopełnieniem zniszczeń były pożary w XVIII wieku. Choć obiekt częściowo zamieszkiwano do końca tamtego stulecia, ostatecznie popadł w trwałą ruinę.

Konstrukcja zamku łączyła włoską elegancję z nowoczesną myślą obronną. Kompleks składał się z zamku wysokiego (pałacu) z wewnętrznym dziedzińcem oraz rozległego podzamcza. Najbardziej charakterystycznym elementem architektonicznym były potężne basteje oraz wysoka attyka w stylu renesansu pińczowskiego, wieńcząca mury. Całość otaczały rozlewiska, stawy, nawodniona fosa oraz fortyfikacje ziemne.

Współcześnie zamek w Krupem znajduje się w stanie trwałej, zabezpieczonej ruiny. Do naszych czasów przetrwały wysokie ściany skrzydeł mieszkalnych, ozdobne obramowania okienne, fragmenty renesansowych attyk oraz potężne basteje z otworami strzelniczymi. Położona tuż przy drodze, otoczona wodą i zielenią warownia jest niezwykle fotogeniczna i stanowi unikalną perłę turystyczną regionu.",pl:Zamek w Krupem,Q9386664
K01.20.30 - Dwory inne,Brzozówiec,Polska,wielkopolskie,gnieźnieński,Trzemeszno,62-240,"wielkopolskie, gnieźnieński, Trzemeszno, Brzozówiec 1",,,,,,
